date,PFG_Open,PFG_High,PFG_Low,PFG_Close,PFG_Volume,PFG_Dividends,PFG_Stock Splits
2001-10-23 00:00:00+00:00,20.5,21.38999938964844,20.399999618530277,11.608381271362305,32584000,0.0,
2001-10-24 00:00:00+00:00,21.100000381469727,22.200000762939453,21.0,12.244074821472168,5847500,0.0,
2001-10-25 00:00:00+00:00,22.0,22.149999618530277,21.649999618530277,12.13352108001709,2038800,0.0,
2001-10-26 00:00:00+00:00,21.950000762939453,22.0,21.399999618530277,11.884769439697266,3339100,0.0,
2001-10-29 00:00:00+00:00,22.0,22.0,21.0,11.718936920166016,1758700,0.0,
2001-10-30 00:00:00+00:00,21.399999618530277,22.25,21.0,12.183272361755373,2225300,0.0,
2001-10-31 00:00:00+00:00,22.399999618530277,23.989999771118164,21.950000762939453,12.437545776367188,5101800,0.0,
2001-11-01 00:00:00+00:00,22.6299991607666,22.6299991607666,21.700000762939453,12.13352108001709,2747400,0.0,
2001-11-02 00:00:00+00:00,22.100000381469727,22.25,21.950000762939453,12.26065731048584,1183800,0.0,
2001-11-05 00:00:00+00:00,22.100000381469727,22.200000762939453,21.75,12.16115665435791,1144000,0.0,
2001-11-06 00:00:00+00:00,21.920000076293945,22.700000762939453,21.850000381469727,12.492825508117676,695100,0.0,
2001-11-07 00:00:00+00:00,22.649999618530277,22.649999618530277,21.649999618530277,12.078243255615234,1002900,0.0,
2001-11-08 00:00:00+00:00,21.950000762939453,22.0,21.59000015258789,12.06165885925293,1642800,0.0,
2001-11-09 00:00:00+00:00,21.5,21.770000457763672,21.5,11.94004249572754,1601000,0.0,
2001-11-12 00:00:00+00:00,21.61000061035156,22.0,21.309999465942383,12.150102615356444,1101400,0.0,
2001-11-13 00:00:00+00:00,22.0,22.0,21.75,12.078243255615234,687300,0.0,
2001-11-14 00:00:00+00:00,22.100000381469727,22.100000381469727,21.399999618530277,12.022961616516112,1964000,0.0,
2001-11-15 00:00:00+00:00,21.649999618530277,21.989999771118164,21.600000381469727,12.122461318969728,867300,0.0,
2001-11-16 00:00:00+00:00,22.0,22.8799991607666,21.979999542236328,12.299358367919922,1851600,0.0,
2001-11-19 00:00:00+00:00,22.0,22.739999771118164,22.0,12.343572616577148,1231800,0.0,
2001-11-20 00:00:00+00:00,22.25,22.75,22.25,12.559157371520996,1182300,0.0,
2001-11-21 00:00:00+00:00,22.799999237060547,22.899999618530277,22.649999618530277,12.64207649230957,1016400,0.0,
2001-11-23 00:00:00+00:00,22.8799991607666,22.8799991607666,22.200000762939453,12.371214866638184,328800,0.0,
2001-11-26 00:00:00+00:00,22.100000381469727,22.479999542236328,21.979999542236328,12.343572616577148,2417500,0.0,
2001-11-27 00:00:00+00:00,22.25,22.600000381469727,22.25,12.382271766662598,1536000,0.0,
2001-11-28 00:00:00+00:00,22.93000030517578,22.93000030517578,22.479999542236328,12.603384017944336,871900,0.0,
2001-11-29 00:00:00+00:00,22.799999237060547,22.950000762939453,22.5,12.64760684967041,523100,0.0,
2001-11-30 00:00:00+00:00,22.899999618530277,23.0,22.700000762939453,12.686301231384276,2255100,0.0,
2001-12-03 00:00:00+00:00,22.979999542236328,23.200000762939453,22.25,12.686301231384276,1037600,0.0,
2001-12-04 00:00:00+00:00,22.950000762939453,22.989999771118164,22.649999618530277,12.686301231384276,578700,0.0,
2001-12-05 00:00:00+00:00,23.030000686645508,23.299999237060547,22.950000762939453,12.824491500854492,1370400,0.0,
2001-12-06 00:00:00+00:00,23.200000762939453,23.809999465942383,23.1200008392334,12.962687492370604,509400,0.0,
