date,VTNR_Open,VTNR_High,VTNR_Low,VTNR_Close,VTNR_Volume,VTNR_Dividends,VTNR_Stock Splits
1992-10-21 00:00:00+00:00,3000.0,3000.0,2550.0,2775.0,536,,
1992-10-22 00:00:00+00:00,2775.0,3075.0,2625.0,3000.0,113,,
1992-10-23 00:00:00+00:00,3075.0,3300.0,3000.0,3300.0,145,,
1992-10-26 00:00:00+00:00,3450.0,3450.0,3075.0,3075.0,133,,
1992-10-27 00:00:00+00:00,3225.0,3300.0,3150.0,3150.0,52,,
1992-10-28 00:00:00+00:00,3300.0,3300.0,3000.0,3150.0,121,,
1992-10-29 00:00:00+00:00,3300.0,3300.0,3150.0,3300.0,116,,
1992-10-30 00:00:00+00:00,3300.0,3300.0,3075.0,3150.0,96,,
1992-11-02 00:00:00+00:00,3225.0,3225.0,2700.0,2850.0,65,,
1992-11-03 00:00:00+00:00,2925.0,2925.0,2400.0,2625.0,239,,
1992-11-04 00:00:00+00:00,2475.0,2550.0,2250.0,2550.0,254,,
1992-11-05 00:00:00+00:00,2550.0,2850.0,2475.0,2550.0,120,,
1992-11-06 00:00:00+00:00,2700.0,2775.0,2550.0,2550.0,23,,
1992-11-09 00:00:00+00:00,2775.0,2775.0,2625.0,2625.0,35,,
1992-11-10 00:00:00+00:00,2550.0,3000.0,2550.0,2850.0,159,,
1992-11-11 00:00:00+00:00,3000.0,3225.0,2850.0,3112.800048828125,228,,
1992-11-12 00:00:00+00:00,3225.0,3225.0,2925.0,2925.0,132,,
1992-11-13 00:00:00+00:00,3075.0,3075.0,2850.0,2925.0,106,,
1992-11-16 00:00:00+00:00,2925.0,3150.0,2925.0,3000.0,47,,
1992-11-17 00:00:00+00:00,3075.0,3225.0,2925.0,3225.0,226,,
1992-11-18 00:00:00+00:00,3225.0,3300.0,3075.0,3187.800048828125,49,,
1992-11-19 00:00:00+00:00,3225.0,3225.0,3075.0,3225.0,97,,
1992-11-20 00:00:00+00:00,3225.0,3300.0,3075.0,3300.0,52,,
1992-11-23 00:00:00+00:00,3300.0,3300.0,3150.0,3225.0,104,,
1992-11-24 00:00:00+00:00,3300.0,3300.0,3225.0,3300.0,66,,
1992-11-25 00:00:00+00:00,3300.0,3300.0,3150.0,3300.0,16,,
1992-11-27 00:00:00+00:00,3300.0,3300.0,3075.0,3225.0,16,,
1992-11-30 00:00:00+00:00,3225.0,3225.0,3000.0,3225.0,12,,
1992-12-01 00:00:00+00:00,3225.0,3225.0,3000.0,3150.0,23,,
1992-12-02 00:00:00+00:00,3150.0,3150.0,2925.0,2925.0,37,,
1992-12-03 00:00:00+00:00,3000.0,3000.0,2850.0,2850.0,54,,
1992-12-04 00:00:00+00:00,3000.0,3075.0,2962.800048828125,3000.0,25,,
1992-12-07 00:00:00+00:00,2925.0,3075.0,2925.0,3000.0,30,,
1992-12-08 00:00:00+00:00,3075.0,3150.0,3000.0,3150.0,17,,
1992-12-09 00:00:00+00:00,3000.0,3300.0,3000.0,3150.0,55,,
1992-12-10 00:00:00+00:00,3225.0,3300.0,3000.0,3150.0,228,,
1992-12-11 00:00:00+00:00,3150.0,3150.0,3000.0,3150.0,26,,
1992-12-14 00:00:00+00:00,3150.0,3150.0,3000.0,3000.0,54,,
1992-12-15 00:00:00+00:00,3000.0,3000.0,2850.0,3000.0,58,,
1992-12-16 00:00:00+00:00,2925.0,3000.0,2925.0,3000.0,44,,
1992-12-17 00:00:00+00:00,3000.0,3150.0,2925.0,3150.0,49,,
1992-12-18 00:00:00+00:00,3150.0,3150.0,3000.0,3000.0,9,,
1992-12-21 00:00:00+00:00,3150.0,3300.0,3000.0,3000.0,51,,
1992-12-22 00:00:00+00:00,3150.0,3750.0,3000.0,3675.0,232,,
1992-12-23 00:00:00+00:00,3825.0,4800.0,3750.0,4425.0,301,,
1992-12-24 00:00:00+00:00,4650.0,4650.0,4200.0,4425.0,81,,
1992-12-28 00:00:00+00:00,4650.0,4800.0,4275.0,4725.0,125,,
1992-12-29 00:00:00+00:00,4725.0,4725.0,4350.0,4575.0,124,,
1992-12-30 00:00:00+00:00,4575.0,4575.0,4350.0,4425.0,40,,
1992-12-31 00:00:00+00:00,4500.0,4575.0,4500.0,4575.0,39,,
1993-01-04 00:00:00+00:00,4575.0,5100.0,4425.0,4950.0,200,,
1993-01-05 00:00:00+00:00,5025.0,5025.0,4650.0,4800.0,87,,
1993-01-06 00:00:00+00:00,4912.7998046875,6600.0,4800.0,6375.0,438,,
1993-01-07 00:00:00+00:00,6300.0,6600.0,5550.0,5850.0,290,,
1993-01-08 00:00:00+00:00,5850.0,6600.0,5850.0,6150.0,307,,
1993-01-11 00:00:00+00:00,6375.0,7125.0,6150.0,6450.0,496,,
1993-01-12 00:00:00+00:00,6600.0,6600.0,5550.0,6075.0,152,,
1993-01-13 00:00:00+00:00,6150.0,6525.0,5775.0,6375.0,157,,
1993-01-14 00:00:00+00:00,6375.0,6375.0,6075.0,6150.0,64,,
1993-01-15 00:00:00+00:00,6300.0,6300.0,6000.0,6225.0,78,,
1993-01-18 00:00:00+00:00,6225.0,6450.0,6000.0,6300.0,107,,
1993-01-19 00:00:00+00:00,6525.0,6525.0,5775.0,6000.0,117,,
1993-01-20 00:00:00+00:00,6075.0,6075.0,5625.0,5700.0,108,,
1993-01-21 00:00:00+00:00,5850.0,5850.0,5400.0,5475.0,165,,
1993-01-22 00:00:00+00:00,5550.0,5850.0,5325.0,5775.0,248,,
1993-01-25 00:00:00+00:00,5775.0,6300.0,5700.0,6150.0,216,,
1993-01-26 00:00:00+00:00,6300.0,6300.0,5850.0,6000.0,106,,
1993-01-27 00:00:00+00:00,6000.0,6000.0,5400.0,5550.0,103,,
1993-01-28 00:00:00+00:00,5550.0,5850.0,5100.0,5175.0,69,,
1993-01-29 00:00:00+00:00,5175.0,5400.0,5100.0,5400.0,102,,
1993-02-01 00:00:00+00:00,5400.0,5550.0,5175.0,5400.0,84,,
1993-02-02 00:00:00+00:00,5475.0,5625.0,5325.0,5625.0,113,,
1993-02-03 00:00:00+00:00,5625.0,5700.0,5250.0,5700.0,75,,
1993-02-04 00:00:00+00:00,5700.0,5700.0,5475.0,5550.0,111,,
1993-02-05 00:00:00+00:00,5550.0,5550.0,5025.0,5400.0,81,,
1993-02-08 00:00:00+00:00,5400.0,5400.0,4875.0,4875.0,151,,
1993-02-09 00:00:00+00:00,5025.0,5175.0,4800.0,4950.0,136,,
1993-02-10 00:00:00+00:00,5175.0,5175.0,4500.0,4650.0,138,,
1993-02-11 00:00:00+00:00,4650.0,5100.0,4575.0,4800.0,103,,
1993-02-12 00:00:00+00:00,5100.0,5100.0,4725.0,5025.0,77,,
1993-02-16 00:00:00+00:00,5025.0,5025.0,4275.0,4575.0,170,,
1993-02-17 00:00:00+00:00,4875.0,4875.0,4200.0,4500.0,79,,
1993-02-18 00:00:00+00:00,4650.0,4725.0,4350.0,4725.0,57,,
1993-02-19 00:00:00+00:00,4500.0,4800.0,4425.0,4500.0,111,,
1993-02-22 00:00:00+00:00,4575.0,4575.0,4050.0,4200.0,76,,
1993-02-23 00:00:00+00:00,4125.0,4350.0,3825.0,3900.0,112,,
1993-02-24 00:00:00+00:00,3825.0,4125.0,3525.0,3900.0,35,,
1993-02-25 00:00:00+00:00,3975.0,3975.0,3600.0,3825.0,126,,
1993-02-26 00:00:00+00:00,3750.0,3900.0,3600.0,3900.0,62,,
1993-03-01 00:00:00+00:00,3975.0,4500.0,3975.0,4125.0,141,,
1993-03-02 00:00:00+00:00,4425.0,4500.0,4125.0,4500.0,67,,
1993-03-03 00:00:00+00:00,4500.0,4500.0,4275.0,4350.0,36,,
1993-03-04 00:00:00+00:00,4500.0,4500.0,4200.0,4350.0,128,,
1993-03-05 00:00:00+00:00,4500.0,4575.0,4350.0,4575.0,212,,
1993-03-08 00:00:00+00:00,4575.0,5550.0,4500.0,4950.0,383,,
1993-03-09 00:00:00+00:00,4950.0,5100.0,4650.0,4950.0,162,,
1993-03-10 00:00:00+00:00,5100.0,5400.0,4875.0,4875.0,174,,
1993-03-11 00:00:00+00:00,5175.0,5175.0,4650.0,4725.0,54,,
1993-03-12 00:00:00+00:00,4800.0,4950.0,4650.0,4950.0,66,,
1993-03-15 00:00:00+00:00,4950.0,4950.0,4650.0,4800.0,28,,
1993-03-16 00:00:00+00:00,4800.0,4950.0,4650.0,4875.0,38,,
1993-03-17 00:00:00+00:00,4875.0,4950.0,4500.0,4500.0,38,,
1993-03-18 00:00:00+00:00,4800.0,4800.0,4425.0,4650.0,85,,
1993-03-19 00:00:00+00:00,4800.0,4875.0,4650.0,4800.0,152,,
1993-03-22 00:00:00+00:00,4650.0,4725.0,4425.0,4500.0,55,,
1993-03-23 00:00:00+00:00,4650.0,4650.0,4125.0,4350.0,89,,
1993-03-24 00:00:00+00:00,4500.0,4500.0,3675.0,4125.0,162,,
1993-03-25 00:00:00+00:00,4125.0,4125.0,3750.0,4050.0,19,,
1993-03-26 00:00:00+00:00,4050.0,4050.0,3750.0,3825.0,51,,
1993-03-29 00:00:00+00:00,3975.0,4125.0,3825.0,3825.0,96,,
1993-03-30 00:00:00+00:00,3900.0,4050.0,3675.0,3975.0,119,,
1993-03-31 00:00:00+00:00,3750.0,4050.0,3525.0,3600.0,107,,
1993-04-01 00:00:00+00:00,3750.0,3825.0,3600.0,3825.0,24,,
1993-04-02 00:00:00+00:00,3600.0,3825.0,3600.0,3600.0,55,,
1993-04-05 00:00:00+00:00,3675.0,3675.0,3300.0,3525.0,114,,
1993-04-06 00:00:00+00:00,3300.0,3750.0,3300.0,3750.0,48,,
1993-04-07 00:00:00+00:00,3750.0,3750.0,3375.0,3750.0,20,,
1993-04-08 00:00:00+00:00,3525.0,3750.0,3375.0,3675.0,12,,
1993-04-12 00:00:00+00:00,3675.0,3675.0,3225.0,3225.0,111,,
1993-04-13 00:00:00+00:00,3150.0,3525.0,3150.0,3300.0,135,,
1993-04-14 00:00:00+00:00,3375.0,3750.0,3225.0,3600.0,110,,
1993-04-15 00:00:00+00:00,3750.0,4200.0,3525.0,4125.0,198,,
1993-04-16 00:00:00+00:00,4200.0,4275.0,3975.0,3975.0,143,,
1993-04-19 00:00:00+00:00,4125.0,4125.0,4050.0,4125.0,238,,
1993-04-20 00:00:00+00:00,4050.0,4125.0,3825.0,3975.0,129,,
1993-04-21 00:00:00+00:00,3900.0,4125.0,3900.0,4050.0,98,,
