date,VIG_Open,VIG_High,VIG_Low,VIG_Close,VIG_Volume,VIG_Dividends,VIG_Stock Splits
2006-05-02 00:00:00+00:00,50.0099983215332,50.20000076293945,49.93999862670898,34.69489669799805,39900,0.0,
2006-05-03 00:00:00+00:00,50.11000061035156,50.11000061035156,49.959999084472656,34.67413330078125,23500,0.0,
2006-05-04 00:00:00+00:00,50.27000045776367,50.27000045776367,50.11000061035156,34.73638153076172,14800,0.0,
2006-05-05 00:00:00+00:00,50.43999862670898,50.70000076293945,50.43000030517578,35.0823860168457,10900,0.0,
2006-05-08 00:00:00+00:00,50.790000915527344,50.900001525878906,50.790000915527344,35.18618392944336,22800,0.0,
2006-05-09 00:00:00+00:00,50.84999847412109,50.91999816894531,50.84000015258789,35.22770309448242,12700,0.0,
2006-05-10 00:00:00+00:00,50.84999847412109,50.90999984741211,50.79999923706055,35.1931037902832,8000,0.0,
2006-05-11 00:00:00+00:00,50.70000076293945,50.70000076293945,50.29999923706055,34.819435119628906,9200,0.0,
2006-05-12 00:00:00+00:00,50.2599983215332,50.2599983215332,49.84999847412109,34.49422073364258,12300,0.0,
2006-05-15 00:00:00+00:00,49.79999923706055,50.08000183105469,49.75,34.65334701538086,30100,0.0,
2006-05-16 00:00:00+00:00,50.220001220703125,50.310001373291016,50.11000061035156,34.68105697631836,11300,0.0,
2006-05-17 00:00:00+00:00,49.93000030517578,49.93000030517578,49.29999923706055,34.189754486083984,55800,0.0,
2006-05-18 00:00:00+00:00,49.459999084472656,49.4900016784668,49.09000015258789,34.01676940917969,23700,0.0,
2006-05-19 00:00:00+00:00,49.290000915527344,49.34999847412109,48.959999084472656,34.07212448120117,41000,0.0,
2006-05-22 00:00:00+00:00,49.13999938964844,49.22999954223633,48.84999847412109,34.0444450378418,29700,0.0,
2006-05-23 00:00:00+00:00,49.36000061035156,49.400001525878906,48.97999954223633,33.89219665527344,11000,0.0,
2006-05-24 00:00:00+00:00,48.869998931884766,49.27000045776367,48.75,34.09288024902344,48600,0.0,
2006-05-25 00:00:00+00:00,49.43000030517578,49.56999969482422,49.34000015258789,34.30046844482422,14700,0.0,
2006-05-26 00:00:00+00:00,49.68999862670898,49.810001373291016,49.619998931884766,34.45268630981445,13200,0.0,
2006-05-30 00:00:00+00:00,49.560001373291016,49.560001373291016,49.08000183105469,33.9614143371582,14600,0.0,
2006-05-31 00:00:00+00:00,49.220001220703125,49.369998931884766,49.08000183105469,34.162078857421875,36400,0.0,
2006-06-01 00:00:00+00:00,49.380001068115234,49.84000015258789,49.380001068115234,34.48728942871094,4900,0.0,
2006-06-02 00:00:00+00:00,49.93999862670898,49.93999862670898,49.59000015258789,34.431941986083984,18600,0.0,
2006-06-05 00:00:00+00:00,49.63999938964844,49.63999938964844,49.0,33.90603256225586,28100,0.0,
2006-06-06 00:00:00+00:00,49.130001068115234,49.130001068115234,48.630001068115234,33.82301712036133,65300,0.0,
2006-06-07 00:00:00+00:00,49.09000015258789,49.29999923706055,48.86000061035156,33.82301712036133,14700,0.0,
