date,ALK_Open,ALK_High,ALK_Low,ALK_Close,ALK_Volume,ALK_Dividends,ALK_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.8786849975585938,0.8503400087356567,0.7246100902557373,18522,0.0,
1980-03-18 00:00:00+00:00,0.0,0.8786849975585938,0.8503400087356567,0.7012356519699097,3528,0.0,
1980-03-19 00:00:00+00:00,0.0,0.9353740215301514,0.8786849975585938,0.7246100902557373,8820,0.0,
1980-03-20 00:00:00+00:00,0.0,0.9070289731025696,0.8786849975585938,0.7246100902557373,9702,0.0,
1980-03-21 00:00:00+00:00,0.0,0.8786849975585938,0.8503400087356567,0.7012356519699097,12789,0.0,
1980-03-24 00:00:00+00:00,0.0,0.8786849975585938,0.8503400087356567,0.7246100902557373,35280,0.0,
1980-03-25 00:00:00+00:00,0.0,0.8786849975585938,0.8219950199127197,0.6778607368469238,10584,0.0,
1980-03-26 00:00:00+00:00,0.0,0.8786849975585938,0.8219950199127197,0.6778607368469238,56448,0.0,
1980-03-27 00:00:00+00:00,0.0,0.7936509847640991,0.7936509847640991,0.6544867753982544,35721,0.0,
1980-03-28 00:00:00+00:00,0.0,0.8503400087356567,0.7936509847640991,0.7012356519699097,20286,0.0,
1980-03-31 00:00:00+00:00,0.0,0.8786849975585938,0.8503400087356567,0.7012356519699097,11025,0.0,
1980-04-01 00:00:00+00:00,0.0,0.8786849975585938,0.8786849975585938,0.7246100902557373,3969,0.0,
1980-04-02 00:00:00+00:00,0.0,0.8786849975585938,0.8503400087356567,0.7246100902557373,8820,0.0,
1980-04-03 00:00:00+00:00,0.0,0.9070289731025696,0.8503400087356567,0.7246100902557373,17199,0.0,
1980-04-07 00:00:00+00:00,0.0,0.9070289731025696,0.7936509847640991,0.6544867753982544,54243,0.0,
1980-04-08 00:00:00+00:00,0.0,0.8219950199127197,0.7936509847640991,0.6778607368469238,3528,0.0,
1980-04-09 00:00:00+00:00,0.0,0.8503400087356567,0.8219950199127197,0.7012356519699097,13671,0.0,
1980-04-10 00:00:00+00:00,0.0,0.8503400087356567,0.8219950199127197,0.7012356519699097,22932,0.0,
1980-04-11 00:00:00+00:00,0.0,0.8503400087356567,0.8219950199127197,0.7012356519699097,70560,0.0,
1980-04-14 00:00:00+00:00,0.0,0.8503400087356567,0.7653059959411621,0.6778607368469238,72324,0.0,
1980-04-15 00:00:00+00:00,0.0,0.8219950199127197,0.7936509847640991,0.6544867753982544,9261,0.0,
1980-04-16 00:00:00+00:00,0.0,0.8219950199127197,0.7936509847640991,0.6544867753982544,14994,0.0,
1980-04-17 00:00:00+00:00,0.0,0.8219950199127197,0.7653059959411621,0.6311119198799133,379260,0.0,
1980-04-18 00:00:00+00:00,0.0,0.7936509847640991,0.7936509847640991,0.6544867753982544,13230,0.0,
