date,WF_Open,WF_High,WF_Low,WF_Close,WF_Volume,WF_Dividends,WF_Stock Splits
2003-10-01 00:00:00+00:00,19.368295669555664,19.368295669555664,19.368295669555664,16.62690544128418,0,0.0,
2003-10-02 00:00:00+00:00,19.368295669555664,19.368295669555664,19.368295669555664,16.62690544128418,252,0.0,
2003-10-03 00:00:00+00:00,18.295589447021484,19.070322036743164,18.295589447021484,16.371109008789062,3188,0.0,
2003-10-06 00:00:00+00:00,18.35518455505371,18.414779663085938,18.295589447021484,15.75719165802002,2014,0.0,
2003-10-07 00:00:00+00:00,18.235994338989254,18.235994338989254,18.235994338989254,15.654871940612791,839,0.0,
2003-10-08 00:00:00+00:00,18.35518455505371,18.35518455505371,18.295589447021484,15.706032752990724,671,0.0,
2003-10-09 00:00:00+00:00,19.90464782714844,20.14302635192871,19.90464782714844,17.291980743408203,12501,0.0,
2003-10-10 00:00:00+00:00,21.156137466430664,21.34684181213379,21.156137466430664,18.315174102783203,5621,0.0,
2003-10-13 00:00:00+00:00,21.334922790527344,21.334922790527344,21.334922790527344,18.315174102783203,0,0.0,
2003-10-14 00:00:00+00:00,21.334922790527344,21.334922790527344,21.334922790527344,18.315174102783203,0,0.0,
2003-10-15 00:00:00+00:00,21.334922790527344,21.334922790527344,21.334922790527344,18.315174102783203,0,0.0,
2003-10-16 00:00:00+00:00,21.27532768249512,21.27532768249512,21.27532768249512,18.26401710510254,252,0.0,
2003-10-17 00:00:00+00:00,21.27532768249512,21.27532768249512,21.27532768249512,18.26401710510254,0,0.0,
2003-10-20 00:00:00+00:00,21.27532768249512,21.27532768249512,21.27532768249512,18.26401710510254,0,0.0,
2003-10-21 00:00:00+00:00,21.27532768249512,21.27532768249512,21.27532768249512,18.26401710510254,0,0.0,
2003-10-22 00:00:00+00:00,19.72586441040039,19.72586441040039,19.72586441040039,16.933866500854492,84,0.0,
2003-10-23 00:00:00+00:00,19.72586441040039,19.72586441040039,19.72586441040039,16.933866500854492,0,0.0,
2003-10-24 00:00:00+00:00,19.666269302368164,19.785459518432617,19.666269302368164,16.98502540588379,8222,0.0,
2003-10-27 00:00:00+00:00,19.666269302368164,19.666269302368164,19.666269302368164,16.882705688476562,252,0.0,
2003-10-28 00:00:00+00:00,20.1668643951416,20.1668643951416,20.1668643951416,17.31244659423828,755,0.0,
2003-10-29 00:00:00+00:00,20.32181167602539,20.32181167602539,20.32181167602539,17.445463180541992,84,0.0,
2003-10-30 00:00:00+00:00,20.32181167602539,20.32181167602539,20.32181167602539,17.445463180541992,0,0.0,
2003-10-31 00:00:00+00:00,19.845054626464844,19.90464782714844,19.845054626464844,17.03618621826172,1175,0.0,
2003-11-03 00:00:00+00:00,19.845054626464844,19.845054626464844,19.845054626464844,17.03618621826172,0,0.0,
2003-11-04 00:00:00+00:00,20.08343315124512,20.262216567993164,20.08343315124512,17.394304275512695,3608,0.0,
2003-11-05 00:00:00+00:00,21.036949157714844,21.09654426574707,21.036949157714844,18.110538482666016,2517,0.0,
2003-11-06 00:00:00+00:00,20.738975524902344,20.738975524902344,20.67938041687012,17.752418518066406,168,0.0,
2003-11-07 00:00:00+00:00,20.977354049682617,20.977354049682617,20.977354049682617,18.00821876525879,839,0.0,
2003-11-10 00:00:00+00:00,21.51370620727539,21.51370620727539,21.454111099243164,18.417495727539062,168,0.0,
2003-11-11 00:00:00+00:00,22.0500602722168,22.0500602722168,22.0500602722168,18.929094314575195,420,0.0,
2003-11-12 00:00:00+00:00,22.07389640808105,22.07389640808105,22.07389640808105,18.949556350708008,336,0.0,
2003-11-13 00:00:00+00:00,22.07389640808105,22.07389640808105,22.07389640808105,18.949556350708008,0,0.0,
2003-11-14 00:00:00+00:00,22.6460075378418,22.6460075378418,22.6460075378418,19.440689086914062,839,0.0,
