date,NHC_Open,NHC_High,NHC_Low,NHC_Close,NHC_Volume,NHC_Dividends,NHC_Stock Splits
1987-01-02 00:00:00+00:00,0.0,16.875,16.875,0.9990645051002502,3200,0.688,
1987-01-05 00:00:00+00:00,0.0,17.0,16.625,0.9842634797096252,2800,0.0,
1987-01-06 00:00:00+00:00,0.0,16.875,16.5,0.9990645051002502,3000,0.0,
1987-01-07 00:00:00+00:00,0.0,17.375,16.875,1.0286659002304075,4700,0.0,
1987-01-08 00:00:00+00:00,0.0,17.375,17.375,1.0286659002304075,100,0.0,
1987-01-09 00:00:00+00:00,0.0,17.375,17.375,1.0286659002304075,1400,0.0,
1987-01-12 00:00:00+00:00,0.0,17.125,17.125,1.0138648748397827,600,0.0,
1987-01-13 00:00:00+00:00,0.0,16.875,16.375,0.969462275505066,4700,0.0,
1987-01-14 00:00:00+00:00,0.0,16.125,16.0,0.9472604990005492,1400,0.0,
1987-01-15 00:00:00+00:00,0.0,15.75,15.5,0.9250590205192566,2000,0.0,
1987-01-16 00:00:00+00:00,0.0,15.875,14.875,0.8954574465751648,75900,0.0,
1987-01-19 00:00:00+00:00,0.0,15.375,15.125,0.9102583527565002,2400,0.0,
1987-01-20 00:00:00+00:00,15.25,15.375,14.625,0.8658556342124939,5300,0.0,
1987-01-21 00:00:00+00:00,14.75,15.0,14.375,0.8584550619125366,14700,0.0,
1987-01-22 00:00:00+00:00,14.625,15.0,14.5,0.8880575299263,12600,0.0,
1987-01-23 00:00:00+00:00,15.0,15.0,14.0,0.851054847240448,9700,0.0,
1987-01-26 00:00:00+00:00,14.375,15.0,14.375,0.8806567192077637,5100,0.0,
1987-01-27 00:00:00+00:00,14.625,14.625,14.375,0.8584550619125366,1700,0.0,
1987-01-28 00:00:00+00:00,14.5,14.5,14.375,0.851054847240448,2000,0.0,
1987-01-29 00:00:00+00:00,14.125,14.625,14.125,0.8584550619125366,4500,0.0,
1987-01-30 00:00:00+00:00,14.625,15.0,14.625,0.8880575299263,3900,0.0,
1987-02-02 00:00:00+00:00,14.75,14.875,14.75,0.8806567192077637,700,0.0,
1987-02-03 00:00:00+00:00,14.625,14.625,13.75,0.814052164554596,6600,0.0,
1987-02-04 00:00:00+00:00,13.5,14.125,13.0,0.8362534642219543,23900,0.0,
1987-02-05 00:00:00+00:00,14.125,14.25,13.875,0.8288530707359314,15500,0.0,
1987-02-06 00:00:00+00:00,14.125,14.25,13.875,0.8214524388313293,13300,0.0,
1987-02-09 00:00:00+00:00,14.125,14.625,14.0,0.843654453754425,49500,0.0,
1987-02-10 00:00:00+00:00,14.25,14.375,14.25,0.843654453754425,18000,0.0,
1987-02-11 00:00:00+00:00,14.375,14.625,14.375,0.8658556342124939,34000,0.0,
1987-02-12 00:00:00+00:00,14.625,14.625,14.25,0.843654453754425,3000,0.0,
1987-02-13 00:00:00+00:00,14.25,14.375,14.125,0.843654453754425,8700,0.0,
1987-02-17 00:00:00+00:00,14.125,14.375,14.125,0.851054847240448,4900,0.0,
1987-02-18 00:00:00+00:00,14.125,14.375,14.125,0.851054847240448,2500,0.0,
1987-02-19 00:00:00+00:00,14.25,14.25,14.0,0.8288530707359314,2400,0.0,
1987-02-20 00:00:00+00:00,14.125,14.375,14.0,0.851054847240448,4700,0.0,
1987-02-23 00:00:00+00:00,14.625,16.25,14.625,0.962061882019043,9100,0.0,
1987-02-24 00:00:00+00:00,16.375,16.375,15.625,0.9250590205192566,3900,0.0,
1987-02-25 00:00:00+00:00,15.75,16.25,15.75,0.962061882019043,4200,0.0,
1987-02-26 00:00:00+00:00,16.25,16.5,16.25,0.962061882019043,10600,0.0,
1987-02-27 00:00:00+00:00,16.375,16.375,16.375,0.969462275505066,100,0.0,
1987-03-02 00:00:00+00:00,16.375,16.375,16.375,0.969462275505066,2100,0.0,
1987-03-03 00:00:00+00:00,16.375,16.375,16.375,0.969462275505066,1800,0.0,
1987-03-04 00:00:00+00:00,16.625,16.75,16.375,0.976862609386444,5200,0.0,
1987-03-05 00:00:00+00:00,16.75,17.25,16.75,1.0064644813537598,3600,0.0,
1987-03-06 00:00:00+00:00,16.75,17.0,16.75,1.0064644813537598,3600,0.0,
1987-03-09 00:00:00+00:00,17.125,17.125,17.0,1.0064644813537598,10300,0.0,
