date,CREX_Open,CREX_High,CREX_Low,CREX_Close,CREX_Volume,CREX_Dividends,CREX_Stock Splits
2007-03-29 00:00:00+00:00,3631.5,3928.5,3577.5,3874.5,893,,
2007-03-30 00:00:00+00:00,3978.0,4072.5,3847.5,4000.5,371,,
2007-04-02 00:00:00+00:00,4108.5,4315.5,4108.5,4194.0,623,,
2007-04-03 00:00:00+00:00,4275.0,4405.5,3991.5,4009.5,325,,
2007-04-04 00:00:00+00:00,4036.5,4203.0,4023.0,4045.5,171,,
2007-04-05 00:00:00+00:00,4113.0,4113.0,3766.5,3928.5,292,,
2007-04-09 00:00:00+00:00,3960.0,3964.5,3753.0,3820.5,188,,
2007-04-10 00:00:00+00:00,3847.5,3847.5,3712.5,3798.0,93,,
2007-04-11 00:00:00+00:00,3847.5,4050.0,3780.0,3874.5,217,,
2007-04-12 00:00:00+00:00,3915.0,4212.0,3825.0,4176.0,225,,
2007-04-13 00:00:00+00:00,4207.5,4387.5,4086.0,4221.0,336,,
2007-04-16 00:00:00+00:00,4324.5,4423.5,4261.5,4315.5,188,,
2007-04-17 00:00:00+00:00,4311.0,4383.0,4230.0,4266.0,120,,
2007-04-18 00:00:00+00:00,4234.5,4621.5,4234.5,4500.0,363,,
2007-04-19 00:00:00+00:00,4545.0,4711.5,4423.5,4495.5,157,,
2007-04-20 00:00:00+00:00,4572.0,4608.0,4491.0,4554.0,133,,
2007-04-23 00:00:00+00:00,4594.5,4599.0,4518.0,4536.0,74,,
2007-04-24 00:00:00+00:00,4536.0,4536.0,4230.0,4342.5,133,,
2007-04-25 00:00:00+00:00,4450.5,4450.5,4095.0,4180.5,186,,
2007-04-26 00:00:00+00:00,4212.0,4270.5,4095.0,4230.0,142,,
2007-04-27 00:00:00+00:00,4230.0,4230.0,4005.0,4054.5,158,,
2007-04-30 00:00:00+00:00,4041.0,4126.5,3919.5,4059.0,206,,
2007-05-01 00:00:00+00:00,4185.0,4185.0,4000.5,4018.5,136,,
2007-05-02 00:00:00+00:00,4014.0,4032.0,3910.5,3960.0,235,,
2007-05-03 00:00:00+00:00,3951.0,4036.5,3901.5,4000.5,41,,
2007-05-04 00:00:00+00:00,3996.0,4005.0,3928.5,3987.0,53,,
2007-05-07 00:00:00+00:00,4005.0,4108.5,3928.5,4095.0,47,,
2007-05-08 00:00:00+00:00,4122.0,4230.0,3915.0,3982.5,156,,
2007-05-09 00:00:00+00:00,4009.5,4144.5,3874.5,4140.0,123,,
2007-05-10 00:00:00+00:00,4090.5,4167.0,3915.0,4009.5,136,,
2007-05-11 00:00:00+00:00,3748.5,4293.0,3622.5,4095.0,275,,
2007-05-14 00:00:00+00:00,4126.5,4126.5,3996.0,4059.0,72,,
2007-05-15 00:00:00+00:00,3969.0,4117.5,3676.5,3807.0,242,,
2007-05-16 00:00:00+00:00,3712.5,3802.5,3262.5,3330.0,798,,
2007-05-17 00:00:00+00:00,3267.0,3352.5,3195.0,3334.5,212,,
2007-05-18 00:00:00+00:00,3330.0,3600.0,3231.0,3600.0,214,,
2007-05-21 00:00:00+00:00,3577.5,3595.5,3321.0,3321.0,160,,
2007-05-22 00:00:00+00:00,3307.5,3442.5,3240.0,3258.0,295,,
2007-05-23 00:00:00+00:00,3217.5,3397.5,3217.5,3289.5,96,,
2007-05-24 00:00:00+00:00,3303.0,3303.0,3240.0,3276.0,83,,
2007-05-25 00:00:00+00:00,3271.5,3375.0,3271.5,3280.5,73,,
2007-05-29 00:00:00+00:00,3307.5,3307.5,3064.5,3150.0,271,,
2007-05-30 00:00:00+00:00,3082.5,3109.5,2929.5,2997.0,496,,
2007-05-31 00:00:00+00:00,2988.0,3150.0,2970.0,3006.0,356,,
2007-06-01 00:00:00+00:00,3028.5,3352.5,3010.5,3276.0,400,,
2007-06-04 00:00:00+00:00,3262.5,3285.0,3087.0,3217.5,160,,
2007-06-05 00:00:00+00:00,3195.0,3213.0,3100.5,3163.5,192,,
2007-06-06 00:00:00+00:00,3127.5,3159.0,3055.5,3145.5,210,,
2007-06-07 00:00:00+00:00,3150.0,3154.5,3037.5,3051.0,98,,
2007-06-08 00:00:00+00:00,3037.5,3037.5,2857.5,2889.0,376,,
2007-06-11 00:00:00+00:00,2925.0,3235.5,2875.5,3208.5,592,,
2007-06-12 00:00:00+00:00,3150.0,3280.5,3046.5,3280.5,407,,
2007-06-13 00:00:00+00:00,3258.0,3330.0,3186.0,3330.0,248,,
2007-06-14 00:00:00+00:00,3375.0,3645.0,3307.5,3577.5,4185,,
2007-06-15 00:00:00+00:00,3627.0,3627.0,3496.5,3618.0,396,,
2007-06-18 00:00:00+00:00,3618.0,3622.5,3397.5,3447.0,322,,
2007-06-19 00:00:00+00:00,3379.5,3478.5,3379.5,3460.5,117,,
2007-06-20 00:00:00+00:00,3442.5,3595.5,3442.5,3546.0,410,,
2007-06-21 00:00:00+00:00,3591.0,3622.5,3568.5,3577.5,356,,
2007-06-22 00:00:00+00:00,3622.5,3622.5,3429.0,3496.5,94,,
2007-06-25 00:00:00+00:00,3600.0,3667.5,3564.0,3582.0,265,,
2007-06-26 00:00:00+00:00,3582.0,3591.0,3420.0,3487.5,146,,
2007-06-27 00:00:00+00:00,3487.5,3658.5,3460.5,3609.0,645,,
2007-06-28 00:00:00+00:00,3622.5,3640.5,3555.0,3591.0,270,,
2007-06-29 00:00:00+00:00,3595.5,3627.0,3546.0,3600.0,364,,
2007-07-02 00:00:00+00:00,3694.5,3951.0,3663.0,3874.5,1155,,
2007-07-03 00:00:00+00:00,3901.5,3910.5,3762.0,3807.0,116,,
2007-07-05 00:00:00+00:00,3789.0,3865.5,3730.5,3793.5,158,,
2007-07-06 00:00:00+00:00,3789.0,4000.5,3789.0,3888.0,272,,
2007-07-09 00:00:00+00:00,3865.5,3978.0,3825.0,3955.5,232,,
2007-07-10 00:00:00+00:00,3969.0,4059.0,3937.5,3991.5,420,,
2007-07-11 00:00:00+00:00,4005.0,4027.5,3870.0,3906.0,199,,
2007-07-12 00:00:00+00:00,3933.0,3978.0,3901.5,3946.5,129,,
2007-07-13 00:00:00+00:00,3906.0,4000.5,3834.0,3969.0,346,,
2007-07-16 00:00:00+00:00,3937.5,4059.0,3937.5,4054.5,147,,
2007-07-17 00:00:00+00:00,4077.0,4194.0,4027.5,4153.5,248,,
2007-07-18 00:00:00+00:00,4252.5,4387.5,4167.0,4306.5,579,,
2007-07-19 00:00:00+00:00,4302.0,4387.5,4239.0,4266.0,300,,
2007-07-20 00:00:00+00:00,4239.0,4315.5,4167.0,4198.5,150,,
2007-07-23 00:00:00+00:00,4230.0,4383.0,4171.5,4293.0,562,,
2007-07-24 00:00:00+00:00,4270.5,4387.5,4162.5,4261.5,647,,
2007-07-25 00:00:00+00:00,4248.0,4320.0,3973.5,3991.5,274,,
2007-07-26 00:00:00+00:00,3987.0,3987.0,3586.5,3663.0,574,,
2007-07-27 00:00:00+00:00,3694.5,3798.0,3442.5,3627.0,394,,
2007-07-30 00:00:00+00:00,3640.5,3960.0,3627.0,3847.5,250,,
2007-07-31 00:00:00+00:00,3919.5,3960.0,3699.0,3748.5,231,,
2007-08-01 00:00:00+00:00,3757.5,3757.5,3465.0,3573.0,200,,
2007-08-02 00:00:00+00:00,3600.0,3600.0,3501.0,3595.5,109,,
2007-08-03 00:00:00+00:00,3591.0,3600.0,3465.0,3474.0,141,,
2007-08-06 00:00:00+00:00,3447.0,3505.5,3262.5,3474.0,204,,
2007-08-07 00:00:00+00:00,3307.5,3717.0,3307.5,3703.5,181,,
2007-08-08 00:00:00+00:00,3676.5,4027.5,3618.0,3816.0,581,,
2007-08-09 00:00:00+00:00,3807.0,3807.0,3510.0,3753.0,340,,
2007-08-10 00:00:00+00:00,3658.5,3667.5,3222.0,3285.0,692,,
2007-08-13 00:00:00+00:00,3334.5,3375.0,3222.0,3244.5,310,,
2007-08-14 00:00:00+00:00,3172.5,3240.0,2992.5,3019.5,650,,
2007-08-15 00:00:00+00:00,2992.5,3100.5,2853.0,2889.0,332,,
2007-08-16 00:00:00+00:00,2871.0,2871.0,2722.5,2808.0,440,,
2007-08-17 00:00:00+00:00,2925.0,3015.0,2745.0,2857.5,421,,
2007-08-20 00:00:00+00:00,2848.5,2997.0,2785.5,2875.5,162,,
2007-08-21 00:00:00+00:00,2934.0,2997.0,2803.5,2943.0,189,,
2007-08-22 00:00:00+00:00,2988.0,3199.5,2925.0,3109.5,289,,
2007-08-23 00:00:00+00:00,3145.5,3145.5,2907.0,2988.0,861,,
2007-08-24 00:00:00+00:00,2970.0,2992.5,2817.0,2920.5,353,,
2007-08-27 00:00:00+00:00,2925.0,2970.0,2835.0,2835.0,208,,
2007-08-28 00:00:00+00:00,2857.5,2943.0,2853.0,2929.5,367,,
2007-08-29 00:00:00+00:00,2916.0,3060.0,2853.0,3019.5,166,,
2007-08-30 00:00:00+00:00,2974.5,3213.0,2974.5,3150.0,271,,
2007-08-31 00:00:00+00:00,3267.0,3348.0,3217.5,3298.5,438,,
2007-09-04 00:00:00+00:00,3321.0,3321.0,3159.0,3253.5,241,,
2007-09-05 00:00:00+00:00,3267.0,3267.0,3096.0,3127.5,145,,
2007-09-06 00:00:00+00:00,3114.0,3114.0,2974.5,3064.5,160,,
2007-09-07 00:00:00+00:00,3051.0,3060.0,2956.5,3015.0,223,,
2007-09-10 00:00:00+00:00,3010.5,3060.0,2790.0,2853.0,191,,
2007-09-11 00:00:00+00:00,2871.0,3019.5,2871.0,2911.5,128,,
2007-09-12 00:00:00+00:00,3015.0,3145.5,2902.5,3114.0,234,,
2007-09-13 00:00:00+00:00,3141.0,3204.0,3064.5,3150.0,548,,
2007-09-14 00:00:00+00:00,3159.0,3159.0,3046.5,3123.0,193,,
2007-09-17 00:00:00+00:00,3100.5,3226.5,3073.5,3141.0,222,,
2007-09-18 00:00:00+00:00,3163.5,3330.0,3145.5,3285.0,408,,
2007-09-19 00:00:00+00:00,3294.0,3325.5,3159.0,3222.0,189,,
2007-09-20 00:00:00+00:00,3253.5,3253.5,3064.5,3190.5,96,,
2007-09-21 00:00:00+00:00,3231.0,3231.0,3064.5,3217.5,305,,
2007-09-24 00:00:00+00:00,3235.5,3276.0,3136.5,3145.5,309,,
2007-09-25 00:00:00+00:00,3172.5,3240.0,3037.5,3123.0,668,,
2007-09-26 00:00:00+00:00,3060.0,3150.0,2844.0,2952.0,351,,
2007-09-27 00:00:00+00:00,2947.5,3015.0,2790.0,2907.0,548,,
2007-09-28 00:00:00+00:00,2920.5,3055.5,2826.0,3037.5,297,,
2007-10-01 00:00:00+00:00,3037.5,3037.5,2884.5,2925.0,356,,
2007-10-02 00:00:00+00:00,2848.5,2871.0,2583.0,2677.5,1005,,
2007-10-03 00:00:00+00:00,2650.5,2713.5,2596.5,2673.0,404,,
2007-10-04 00:00:00+00:00,1813.5,2160.0,1714.5,2115.0,8975,,
2007-10-05 00:00:00+00:00,2115.0,2241.0,2070.0,2092.5,1078,,
2007-10-08 00:00:00+00:00,2092.5,2106.0,2002.5,2034.0,323,,
2007-10-09 00:00:00+00:00,2047.5,2200.5,1953.0,2038.5,1072,,
2007-10-10 00:00:00+00:00,2056.5,2182.5,1966.5,1975.5,776,,
2007-10-11 00:00:00+00:00,1998.0,2038.5,1930.5,1962.0,508,,
2007-10-12 00:00:00+00:00,1962.0,2002.5,1948.5,1975.5,320,,
2007-10-15 00:00:00+00:00,1962.0,1989.0,1917.0,1930.5,329,,
2007-10-16 00:00:00+00:00,1948.5,1966.5,1912.5,1966.5,283,,
2007-10-17 00:00:00+00:00,1998.0,1998.0,1890.0,1953.0,250,,
2007-10-18 00:00:00+00:00,1975.5,1975.5,1800.0,1845.0,574,,
2007-10-19 00:00:00+00:00,1845.0,1845.0,1615.5,1687.5,2007,,
2007-10-22 00:00:00+00:00,1687.5,1719.0,1633.5,1656.0,245,,
2007-10-23 00:00:00+00:00,1683.0,1710.0,1566.0,1597.5,2354,,
2007-10-24 00:00:00+00:00,1606.5,1665.0,1539.0,1642.5,417,,
2007-10-25 00:00:00+00:00,1633.5,1674.0,1611.0,1611.0,160,,
2007-10-26 00:00:00+00:00,1611.0,1692.0,1584.0,1656.0,205,,
2007-10-29 00:00:00+00:00,1678.5,1741.5,1620.0,1714.5,214,,
2007-10-30 00:00:00+00:00,1719.0,1773.0,1620.0,1678.5,303,,
2007-10-31 00:00:00+00:00,1701.0,1701.0,1602.0,1633.5,293,,
2007-11-01 00:00:00+00:00,1624.5,1624.5,1557.0,1575.0,481,,
2007-11-02 00:00:00+00:00,1570.5,1593.0,1566.0,1566.0,121,,
2007-11-05 00:00:00+00:00,1552.5,1633.5,1494.0,1507.5,142,,
2007-11-06 00:00:00+00:00,1507.5,1660.5,1471.5,1660.5,339,,
2007-11-07 00:00:00+00:00,1606.5,1620.0,1530.0,1543.5,319,,
2007-11-08 00:00:00+00:00,1570.5,1570.5,1417.5,1453.5,165,,
2007-11-09 00:00:00+00:00,1417.5,1561.5,1417.5,1462.5,444,,
2007-11-12 00:00:00+00:00,1462.5,1467.0,1179.0,1273.5,1402,,
2007-11-13 00:00:00+00:00,1309.5,1381.5,1282.5,1359.0,518,,
2007-11-14 00:00:00+00:00,1372.5,1404.0,1327.5,1336.5,1028,,
2007-11-15 00:00:00+00:00,1336.5,1336.5,1282.5,1305.0,83,,
2007-11-16 00:00:00+00:00,1305.0,1399.5,1282.5,1363.5,299,,
2007-11-19 00:00:00+00:00,1327.5,1390.5,1318.5,1336.5,344,,
2007-11-20 00:00:00+00:00,1323.0,1350.0,1237.5,1251.0,367,,
2007-11-21 00:00:00+00:00,1219.5,1260.0,1161.0,1192.5,328,,
2007-11-23 00:00:00+00:00,1188.0,1242.0,1170.0,1224.0,53,,
2007-11-26 00:00:00+00:00,1228.5,1282.5,1147.5,1233.0,273,,
2007-11-27 00:00:00+00:00,1251.0,1318.5,1192.5,1318.5,326,,
2007-11-28 00:00:00+00:00,1296.0,1368.0,1255.5,1332.0,332,,
2007-11-29 00:00:00+00:00,1309.5,1350.0,1291.5,1305.0,334,,
2007-11-30 00:00:00+00:00,1318.5,1336.5,1264.5,1323.0,431,,
2007-12-03 00:00:00+00:00,1323.0,1323.0,1242.0,1282.5,213,,
2007-12-04 00:00:00+00:00,1282.5,1341.0,1260.0,1269.0,232,,
2007-12-05 00:00:00+00:00,1273.5,1300.5,1251.0,1260.0,750,,
2007-12-06 00:00:00+00:00,1242.0,1350.0,1242.0,1300.5,291,,
2007-12-07 00:00:00+00:00,1296.0,1318.5,1237.5,1260.0,452,,
2007-12-10 00:00:00+00:00,1242.0,1287.0,1192.5,1197.0,260,,
2007-12-11 00:00:00+00:00,1233.0,1282.5,1210.5,1242.0,164,,
2007-12-12 00:00:00+00:00,1242.0,1282.5,1197.0,1210.5,410,,
2007-12-13 00:00:00+00:00,1201.5,1300.5,1183.5,1291.5,361,,
2007-12-14 00:00:00+00:00,1264.5,1305.0,1215.0,1224.0,234,,
2007-12-17 00:00:00+00:00,1224.0,1251.0,1183.5,1215.0,252,,
2007-12-18 00:00:00+00:00,1206.0,1224.0,1170.0,1197.0,766,,
2007-12-19 00:00:00+00:00,1233.0,1269.0,1201.5,1269.0,363,,
2007-12-20 00:00:00+00:00,1282.5,1282.5,1174.5,1282.5,288,,
2007-12-21 00:00:00+00:00,1287.0,1314.0,1251.0,1305.0,1041,,
2007-12-24 00:00:00+00:00,1332.0,1332.0,1282.5,1305.0,238,,
2007-12-26 00:00:00+00:00,1305.0,1309.5,1242.0,1251.0,464,,
2007-12-27 00:00:00+00:00,1260.0,1260.0,1237.5,1260.0,312,,
2007-12-28 00:00:00+00:00,1246.5,1287.0,1237.5,1269.0,210,,
2007-12-31 00:00:00+00:00,1242.0,1350.0,1219.5,1309.5,960,,
2008-01-02 00:00:00+00:00,1300.5,1345.5,1260.0,1305.0,62,,
2008-01-03 00:00:00+00:00,1327.5,1642.5,1314.0,1588.5,724,,
2008-01-04 00:00:00+00:00,1579.5,1588.5,1485.0,1575.0,297,,
2008-01-07 00:00:00+00:00,1602.0,1656.0,1467.0,1548.0,276,,
2008-01-08 00:00:00+00:00,1566.0,1791.0,1543.5,1687.5,515,,
2008-01-09 00:00:00+00:00,1732.5,1732.5,1377.0,1485.0,379,,
2008-01-10 00:00:00+00:00,1485.0,1602.0,1426.5,1476.0,493,,
2008-01-11 00:00:00+00:00,1489.5,1584.0,1440.0,1503.0,187,,
2008-01-14 00:00:00+00:00,1485.0,1647.0,1431.0,1638.0,223,,
2008-01-15 00:00:00+00:00,1642.5,1732.5,1620.0,1710.0,443,,
2008-01-16 00:00:00+00:00,1728.0,1980.0,1683.0,1975.5,1121,,
2008-01-17 00:00:00+00:00,1975.5,1975.5,1777.5,1854.0,604,,
2008-01-18 00:00:00+00:00,1890.0,1912.5,1741.5,1791.0,296,,
2008-01-22 00:00:00+00:00,1633.5,1755.0,1269.0,1687.5,249,,
2008-01-23 00:00:00+00:00,1701.0,1768.5,1647.0,1719.0,259,,
2008-01-24 00:00:00+00:00,1746.0,1845.0,1692.0,1759.5,409,,
2008-01-25 00:00:00+00:00,1800.0,1831.5,1737.0,1831.5,133,,
2008-01-28 00:00:00+00:00,1845.0,1867.5,1701.0,1822.5,177,,
2008-01-29 00:00:00+00:00,1849.5,1858.5,1809.0,1831.5,122,,
2008-01-30 00:00:00+00:00,1786.5,1863.0,1786.5,1849.5,84,,
2008-01-31 00:00:00+00:00,1809.0,1854.0,1800.0,1836.0,80,,
2008-02-01 00:00:00+00:00,1827.0,1863.0,1804.5,1858.5,94,,
2008-02-04 00:00:00+00:00,1863.0,1890.0,1831.5,1858.5,50,,
2008-02-05 00:00:00+00:00,1881.0,1881.0,1719.0,1764.0,155,,
2008-02-06 00:00:00+00:00,1791.0,1863.0,1665.0,1683.0,100,,
2008-02-07 00:00:00+00:00,1678.5,1719.0,1575.0,1602.0,209,,
2008-02-08 00:00:00+00:00,1579.5,1579.5,1498.5,1566.0,181,,
2008-02-11 00:00:00+00:00,1561.5,1755.0,1557.0,1674.0,93,,
2008-02-12 00:00:00+00:00,1611.0,1741.5,1606.5,1629.0,96,,
2008-02-13 00:00:00+00:00,1629.0,1786.5,1629.0,1723.5,100,,
2008-02-14 00:00:00+00:00,1755.0,1800.0,1710.0,1732.5,170,,
2008-02-15 00:00:00+00:00,1750.5,1759.5,1629.0,1728.0,157,,
2008-02-19 00:00:00+00:00,1741.5,1800.0,1687.5,1764.0,122,,
2008-02-20 00:00:00+00:00,1768.5,1845.0,1723.5,1809.0,271,,
2008-02-21 00:00:00+00:00,1831.5,1854.0,1777.5,1822.5,100,,
2008-02-22 00:00:00+00:00,1845.0,1845.0,1692.0,1791.0,147,,
2008-02-25 00:00:00+00:00,1791.0,1890.0,1759.5,1791.0,228,,
2008-02-26 00:00:00+00:00,1795.5,1894.5,1732.5,1885.5,162,,
2008-02-27 00:00:00+00:00,1858.5,1935.0,1800.0,1836.0,137,,
2008-02-28 00:00:00+00:00,1867.5,1912.5,1822.5,1845.0,375,,
2008-02-29 00:00:00+00:00,1867.5,2070.0,1836.0,2052.0,670,,
2008-03-03 00:00:00+00:00,1989.0,2007.0,1890.0,1912.5,270,,
2008-03-04 00:00:00+00:00,1912.5,1957.5,1845.0,1854.0,370,,
2008-03-05 00:00:00+00:00,1755.0,1966.5,1710.0,1903.5,418,,
2008-03-06 00:00:00+00:00,1890.0,1912.5,1800.0,1813.5,105,,
2008-03-07 00:00:00+00:00,1800.0,1885.5,1791.0,1831.5,118,,
2008-03-10 00:00:00+00:00,1840.5,1872.0,1732.5,1768.5,173,,
2008-03-11 00:00:00+00:00,1795.5,1813.5,1710.0,1741.5,100,,
2008-03-12 00:00:00+00:00,1750.5,1818.0,1750.5,1768.5,68,,
2008-03-13 00:00:00+00:00,1732.5,1894.5,1719.0,1890.0,136,,
2008-03-14 00:00:00+00:00,1890.0,2092.5,1890.0,1944.0,454,,
2008-03-17 00:00:00+00:00,1903.5,1953.0,1827.0,1876.5,248,,
2008-03-18 00:00:00+00:00,1899.0,1971.0,1800.0,1966.5,234,,
2008-03-19 00:00:00+00:00,1966.5,1966.5,1800.0,1804.5,185,,
2008-03-20 00:00:00+00:00,1809.0,1944.0,1800.0,1894.5,98,,
2008-03-24 00:00:00+00:00,1885.5,1894.5,1822.5,1872.0,174,,
2008-03-25 00:00:00+00:00,1858.5,1885.5,1827.0,1885.5,67,,
2008-03-26 00:00:00+00:00,1885.5,1885.5,1804.5,1804.5,97,,
2008-03-27 00:00:00+00:00,1818.0,1863.0,1804.5,1813.5,53,,
2008-03-28 00:00:00+00:00,1786.5,1881.0,1786.5,1827.0,36,,
2008-03-31 00:00:00+00:00,1827.0,1885.5,1755.0,1800.0,247,,
2008-04-01 00:00:00+00:00,1854.0,1890.0,1701.0,1845.0,129,,
