date,LTBR_Open,LTBR_High,LTBR_Low,LTBR_Close,LTBR_Volume,LTBR_Dividends,LTBR_Stock Splits
2005-02-11 00:00:00+00:00,342.0,360.0,342.0,342.0,353,,
2005-02-14 00:00:00+00:00,342.0,396.0,342.0,360.0,230,,
2005-02-15 00:00:00+00:00,396.0,396.0,306.0,342.0,799,,
2005-02-16 00:00:00+00:00,360.0,360.0,306.0,324.0,198,,
2005-02-17 00:00:00+00:00,342.0,342.0,324.0,324.0,180,,
2005-02-18 00:00:00+00:00,324.0,342.0,288.0,324.0,269,,
2005-02-22 00:00:00+00:00,324.0,324.0,306.0,306.0,180,,
2005-02-23 00:00:00+00:00,306.0,324.0,306.0,306.0,191,,
2005-02-24 00:00:00+00:00,324.0,324.0,288.0,306.0,166,,
2005-02-25 00:00:00+00:00,306.0,306.0,306.0,306.0,147,,
2005-02-28 00:00:00+00:00,324.0,324.0,306.0,306.0,105,,
2005-03-01 00:00:00+00:00,288.0,288.0,216.0,270.0,310,,
2005-03-02 00:00:00+00:00,270.0,270.0,18.0,252.0,180,,
2005-03-03 00:00:00+00:00,252.0,270.0,234.0,252.0,156,,
2005-03-04 00:00:00+00:00,234.0,252.0,234.0,252.0,44,,
2005-03-07 00:00:00+00:00,252.0,252.0,234.0,234.0,164,,
2005-03-08 00:00:00+00:00,234.0,234.0,216.0,216.0,94,,
2005-03-09 00:00:00+00:00,216.0,216.0,162.0,198.0,199,,
2005-03-10 00:00:00+00:00,180.0,234.0,180.0,216.0,112,,
2005-03-11 00:00:00+00:00,216.0,216.0,198.0,216.0,25,,
2005-03-14 00:00:00+00:00,198.0,216.0,180.0,198.0,209,,
2005-03-15 00:00:00+00:00,198.0,216.0,180.0,216.0,127,,
2005-03-16 00:00:00+00:00,198.0,198.0,162.0,198.0,139,,
2005-03-17 00:00:00+00:00,198.0,306.0,198.0,288.0,325,,
2005-03-18 00:00:00+00:00,288.0,306.0,288.0,306.0,379,,
2005-03-21 00:00:00+00:00,324.0,342.0,306.0,324.0,313,,
2005-03-22 00:00:00+00:00,306.0,360.0,288.0,342.0,376,,
2005-03-23 00:00:00+00:00,360.0,360.0,288.0,306.0,342,,
2005-03-24 00:00:00+00:00,288.0,288.0,288.0,288.0,16,,
2005-03-28 00:00:00+00:00,288.0,306.0,270.0,306.0,6,,
2005-03-29 00:00:00+00:00,288.0,288.0,270.0,288.0,314,,
2005-03-30 00:00:00+00:00,288.0,288.0,270.0,288.0,90,,
2005-03-31 00:00:00+00:00,288.0,288.0,252.0,270.0,248,,
2005-04-01 00:00:00+00:00,270.0,270.0,216.0,252.0,94,,
2005-04-04 00:00:00+00:00,234.0,252.0,234.0,234.0,63,,
2005-04-05 00:00:00+00:00,234.0,252.0,234.0,252.0,208,,
2005-04-06 00:00:00+00:00,252.0,252.0,234.0,252.0,206,,
2005-04-07 00:00:00+00:00,252.0,252.0,234.0,252.0,167,,
2005-04-08 00:00:00+00:00,234.0,252.0,234.0,252.0,377,,
2005-04-11 00:00:00+00:00,234.0,234.0,216.0,216.0,217,,
2005-04-12 00:00:00+00:00,234.0,234.0,234.0,234.0,83,,
2005-04-13 00:00:00+00:00,234.0,234.0,234.0,234.0,67,,
2005-04-14 00:00:00+00:00,234.0,252.0,234.0,234.0,49,,
2005-04-15 00:00:00+00:00,216.0,234.0,198.0,216.0,84,,
2005-04-18 00:00:00+00:00,198.0,216.0,144.0,162.0,185,,
2005-04-19 00:00:00+00:00,144.0,198.0,144.0,198.0,88,,
2005-04-20 00:00:00+00:00,198.0,198.0,180.0,180.0,6,,
2005-04-21 00:00:00+00:00,162.0,162.0,144.0,144.0,130,,
2005-04-22 00:00:00+00:00,162.0,180.0,162.0,162.0,311,,
2005-04-25 00:00:00+00:00,162.0,162.0,144.0,144.0,335,,
2005-04-26 00:00:00+00:00,162.0,162.0,144.0,144.0,77,,
2005-04-27 00:00:00+00:00,144.0,162.0,144.0,162.0,210,,
2005-04-28 00:00:00+00:00,162.0,162.0,144.0,144.0,485,,
2005-04-29 00:00:00+00:00,144.0,162.0,144.0,144.0,374,,
2005-05-02 00:00:00+00:00,144.0,198.0,144.0,198.0,385,,
2005-05-03 00:00:00+00:00,180.0,234.0,180.0,234.0,495,,
2005-05-04 00:00:00+00:00,252.0,378.0,252.0,342.0,1500,,
2005-05-05 00:00:00+00:00,360.0,360.0,306.0,324.0,753,,
2005-05-06 00:00:00+00:00,324.0,324.0,288.0,306.0,192,,
2005-05-09 00:00:00+00:00,324.0,378.0,306.0,360.0,545,,
2005-05-10 00:00:00+00:00,360.0,360.0,324.0,324.0,275,,
2005-05-11 00:00:00+00:00,342.0,360.0,324.0,342.0,224,,
2005-05-12 00:00:00+00:00,324.0,342.0,270.0,270.0,170,,
2005-05-13 00:00:00+00:00,270.0,306.0,270.0,270.0,297,,
2005-05-16 00:00:00+00:00,288.0,288.0,234.0,234.0,268,,
2005-05-17 00:00:00+00:00,252.0,252.0,234.0,252.0,306,,
2005-05-18 00:00:00+00:00,252.0,252.0,234.0,234.0,47,,
2005-05-19 00:00:00+00:00,234.0,234.0,216.0,216.0,243,,
2005-05-20 00:00:00+00:00,216.0,252.0,216.0,216.0,208,,
2005-05-23 00:00:00+00:00,252.0,252.0,234.0,252.0,34,,
2005-05-24 00:00:00+00:00,252.0,252.0,216.0,234.0,589,,
2005-05-25 00:00:00+00:00,216.0,252.0,216.0,252.0,370,,
2005-05-26 00:00:00+00:00,234.0,252.0,216.0,216.0,89,,
2005-05-27 00:00:00+00:00,234.0,270.0,234.0,252.0,253,,
2005-05-31 00:00:00+00:00,252.0,252.0,216.0,216.0,129,,
2005-06-01 00:00:00+00:00,216.0,234.0,198.0,234.0,699,,
2005-06-02 00:00:00+00:00,234.0,288.0,234.0,234.0,393,,
2005-06-03 00:00:00+00:00,288.0,288.0,234.0,252.0,111,,
2005-06-06 00:00:00+00:00,252.0,270.0,252.0,270.0,234,,
2005-06-07 00:00:00+00:00,234.0,252.0,198.0,216.0,139,,
2005-06-08 00:00:00+00:00,216.0,216.0,216.0,216.0,261,,
2005-06-09 00:00:00+00:00,234.0,234.0,198.0,216.0,327,,
2005-06-10 00:00:00+00:00,216.0,234.0,216.0,234.0,83,,
2005-06-13 00:00:00+00:00,216.0,288.0,216.0,270.0,175,,
2005-06-14 00:00:00+00:00,270.0,342.0,270.0,306.0,383,,
2005-06-15 00:00:00+00:00,342.0,414.0,324.0,414.0,2107,,
2005-06-16 00:00:00+00:00,396.0,396.0,270.0,324.0,1000,,
2005-06-17 00:00:00+00:00,306.0,342.0,288.0,324.0,1721,,
2005-06-20 00:00:00+00:00,306.0,342.0,306.0,324.0,448,,
2005-06-21 00:00:00+00:00,342.0,378.0,324.0,342.0,1091,,
2005-06-22 00:00:00+00:00,378.0,378.0,306.0,342.0,618,,
2005-06-23 00:00:00+00:00,360.0,360.0,288.0,288.0,387,,
2005-06-24 00:00:00+00:00,288.0,306.0,288.0,288.0,82,,
2005-06-27 00:00:00+00:00,324.0,324.0,306.0,306.0,124,,
2005-06-28 00:00:00+00:00,324.0,360.0,306.0,360.0,835,,
2005-06-29 00:00:00+00:00,360.0,360.0,324.0,324.0,219,,
2005-06-30 00:00:00+00:00,342.0,342.0,324.0,324.0,684,,
2005-07-01 00:00:00+00:00,306.0,360.0,306.0,360.0,343,,
2005-07-05 00:00:00+00:00,360.0,522.0,360.0,522.0,2744,,
2005-07-06 00:00:00+00:00,540.0,540.0,342.0,378.0,2235,,
2005-07-07 00:00:00+00:00,378.0,414.0,342.0,396.0,332,,
2005-07-08 00:00:00+00:00,378.0,378.0,342.0,360.0,436,,
2005-07-11 00:00:00+00:00,360.0,396.0,342.0,360.0,283,,
2005-07-12 00:00:00+00:00,360.0,360.0,306.0,306.0,227,,
2005-07-13 00:00:00+00:00,324.0,378.0,324.0,342.0,344,,
2005-07-14 00:00:00+00:00,360.0,360.0,288.0,306.0,396,,
2005-07-15 00:00:00+00:00,324.0,324.0,270.0,288.0,480,,
2005-07-18 00:00:00+00:00,288.0,324.0,288.0,288.0,140,,
2005-07-19 00:00:00+00:00,306.0,306.0,270.0,270.0,677,,
2005-07-20 00:00:00+00:00,288.0,324.0,288.0,288.0,289,,
2005-07-21 00:00:00+00:00,306.0,306.0,270.0,288.0,607,,
2005-07-22 00:00:00+00:00,288.0,306.0,270.0,270.0,419,,
2005-07-25 00:00:00+00:00,288.0,306.0,270.0,288.0,432,,
2005-07-26 00:00:00+00:00,288.0,288.0,270.0,288.0,370,,
2005-07-27 00:00:00+00:00,270.0,306.0,270.0,306.0,260,,
2005-07-28 00:00:00+00:00,306.0,306.0,306.0,306.0,246,,
2005-07-29 00:00:00+00:00,306.0,306.0,288.0,288.0,303,,
2005-08-01 00:00:00+00:00,288.0,306.0,288.0,288.0,581,,
2005-08-02 00:00:00+00:00,306.0,324.0,288.0,324.0,449,,
2005-08-03 00:00:00+00:00,324.0,342.0,306.0,324.0,428,,
2005-08-04 00:00:00+00:00,324.0,324.0,288.0,288.0,248,,
2005-08-05 00:00:00+00:00,306.0,306.0,288.0,288.0,548,,
2005-08-08 00:00:00+00:00,288.0,306.0,270.0,288.0,517,,
2005-08-09 00:00:00+00:00,288.0,288.0,270.0,270.0,169,,
2005-08-10 00:00:00+00:00,288.0,288.0,270.0,288.0,171,,
2005-08-11 00:00:00+00:00,288.0,288.0,270.0,288.0,532,,
2005-08-12 00:00:00+00:00,288.0,288.0,270.0,270.0,556,,
2005-08-15 00:00:00+00:00,270.0,306.0,234.0,306.0,1850,,
2005-08-16 00:00:00+00:00,306.0,306.0,288.0,288.0,778,,
2005-08-17 00:00:00+00:00,288.0,306.0,270.0,270.0,323,,
2005-08-18 00:00:00+00:00,270.0,270.0,234.0,252.0,88,,
2005-08-19 00:00:00+00:00,252.0,288.0,216.0,270.0,706,,
2005-08-22 00:00:00+00:00,270.0,288.0,234.0,234.0,287,,
2005-08-23 00:00:00+00:00,234.0,270.0,234.0,270.0,173,,
2005-08-24 00:00:00+00:00,270.0,270.0,252.0,252.0,124,,
2005-08-25 00:00:00+00:00,252.0,252.0,252.0,252.0,25,,
2005-08-26 00:00:00+00:00,252.0,252.0,216.0,234.0,271,,
2005-08-29 00:00:00+00:00,234.0,234.0,234.0,234.0,109,,
2005-08-30 00:00:00+00:00,234.0,252.0,198.0,234.0,677,,
2005-08-31 00:00:00+00:00,234.0,252.0,234.0,252.0,562,,
2005-09-01 00:00:00+00:00,252.0,306.0,252.0,306.0,1293,,
2005-09-02 00:00:00+00:00,306.0,324.0,288.0,288.0,468,,
2005-09-06 00:00:00+00:00,288.0,306.0,288.0,288.0,219,,
2005-09-07 00:00:00+00:00,288.0,288.0,288.0,288.0,184,,
2005-09-08 00:00:00+00:00,288.0,306.0,270.0,270.0,398,,
2005-09-09 00:00:00+00:00,288.0,288.0,252.0,252.0,875,,
2005-09-12 00:00:00+00:00,270.0,270.0,234.0,234.0,170,,
2005-09-13 00:00:00+00:00,252.0,288.0,234.0,288.0,969,,
2005-09-14 00:00:00+00:00,288.0,306.0,270.0,288.0,555,,
2005-09-15 00:00:00+00:00,288.0,306.0,270.0,288.0,1202,,
2005-09-16 00:00:00+00:00,306.0,324.0,288.0,306.0,581,,
2005-09-19 00:00:00+00:00,324.0,360.0,306.0,342.0,1151,,
2005-09-20 00:00:00+00:00,360.0,360.0,324.0,342.0,825,,
2005-09-21 00:00:00+00:00,342.0,342.0,288.0,288.0,271,,
2005-09-22 00:00:00+00:00,288.0,306.0,288.0,306.0,274,,
2005-09-23 00:00:00+00:00,306.0,378.0,306.0,342.0,1126,,
2005-09-26 00:00:00+00:00,342.0,486.0,342.0,450.0,1922,,
2005-09-27 00:00:00+00:00,486.0,486.0,396.0,432.0,2318,,
2005-09-28 00:00:00+00:00,414.0,432.0,342.0,378.0,1148,,
2005-09-29 00:00:00+00:00,396.0,468.0,396.0,450.0,894,,
2005-09-30 00:00:00+00:00,450.0,522.0,450.0,522.0,2198,,
2005-10-03 00:00:00+00:00,540.0,558.0,432.0,486.0,1384,,
2005-10-04 00:00:00+00:00,468.0,522.0,468.0,504.0,434,,
2005-10-05 00:00:00+00:00,504.0,522.0,450.0,450.0,382,,
2005-10-06 00:00:00+00:00,468.0,504.0,414.0,450.0,524,,
2005-10-07 00:00:00+00:00,450.0,450.0,396.0,414.0,501,,
2005-10-10 00:00:00+00:00,432.0,432.0,414.0,432.0,109,,
2005-10-11 00:00:00+00:00,432.0,432.0,414.0,432.0,71,,
2005-10-12 00:00:00+00:00,432.0,432.0,396.0,414.0,181,,
2005-10-13 00:00:00+00:00,414.0,450.0,414.0,432.0,252,,
2005-10-14 00:00:00+00:00,432.0,432.0,378.0,396.0,891,,
2005-10-17 00:00:00+00:00,414.0,450.0,414.0,432.0,206,,
2005-10-18 00:00:00+00:00,450.0,468.0,396.0,414.0,423,,
2005-10-19 00:00:00+00:00,414.0,432.0,378.0,414.0,494,,
2005-10-20 00:00:00+00:00,432.0,432.0,378.0,414.0,165,,
2005-10-21 00:00:00+00:00,396.0,414.0,360.0,360.0,236,,
2005-10-24 00:00:00+00:00,414.0,450.0,342.0,378.0,1092,,
2005-10-25 00:00:00+00:00,414.0,414.0,378.0,396.0,233,,
2005-10-26 00:00:00+00:00,396.0,432.0,378.0,396.0,209,,
2005-10-27 00:00:00+00:00,396.0,396.0,342.0,342.0,219,,
2005-10-28 00:00:00+00:00,360.0,360.0,270.0,342.0,728,,
2005-10-31 00:00:00+00:00,342.0,396.0,324.0,342.0,175,,
2005-11-01 00:00:00+00:00,360.0,378.0,342.0,360.0,191,,
2005-11-02 00:00:00+00:00,378.0,396.0,288.0,324.0,905,,
2005-11-03 00:00:00+00:00,342.0,360.0,306.0,342.0,284,,
2005-11-04 00:00:00+00:00,342.0,360.0,324.0,324.0,199,,
2005-11-07 00:00:00+00:00,324.0,324.0,288.0,288.0,730,,
2005-11-08 00:00:00+00:00,288.0,360.0,288.0,342.0,483,,
2005-11-09 00:00:00+00:00,360.0,378.0,342.0,360.0,555,,
2005-11-10 00:00:00+00:00,378.0,396.0,342.0,360.0,519,,
2005-11-11 00:00:00+00:00,378.0,396.0,360.0,360.0,130,,
2005-11-14 00:00:00+00:00,360.0,378.0,324.0,342.0,157,,
2005-11-15 00:00:00+00:00,342.0,342.0,324.0,324.0,104,,
2005-11-16 00:00:00+00:00,324.0,360.0,324.0,360.0,140,,
2005-11-17 00:00:00+00:00,342.0,360.0,306.0,306.0,266,,
2005-11-18 00:00:00+00:00,306.0,324.0,306.0,306.0,59,,
2005-11-21 00:00:00+00:00,288.0,306.0,288.0,306.0,57,,
2005-11-22 00:00:00+00:00,306.0,306.0,288.0,306.0,58,,
2005-11-23 00:00:00+00:00,306.0,306.0,288.0,288.0,80,,
2005-11-25 00:00:00+00:00,288.0,342.0,288.0,288.0,422,,
2005-11-28 00:00:00+00:00,306.0,324.0,306.0,306.0,129,,
2005-11-29 00:00:00+00:00,306.0,306.0,288.0,288.0,226,,
2005-11-30 00:00:00+00:00,288.0,288.0,270.0,270.0,286,,
2005-12-01 00:00:00+00:00,270.0,288.0,270.0,270.0,155,,
2005-12-02 00:00:00+00:00,288.0,288.0,234.0,252.0,271,,
2005-12-05 00:00:00+00:00,252.0,324.0,252.0,324.0,400,,
2005-12-06 00:00:00+00:00,306.0,342.0,306.0,306.0,295,,
2005-12-07 00:00:00+00:00,324.0,324.0,306.0,306.0,107,,
2005-12-08 00:00:00+00:00,306.0,306.0,288.0,306.0,123,,
2005-12-09 00:00:00+00:00,306.0,324.0,288.0,306.0,378,,
2005-12-12 00:00:00+00:00,306.0,360.0,306.0,360.0,775,,
2005-12-13 00:00:00+00:00,342.0,360.0,306.0,324.0,195,,
2005-12-14 00:00:00+00:00,306.0,324.0,306.0,306.0,231,,
2005-12-15 00:00:00+00:00,324.0,324.0,288.0,288.0,261,,
2005-12-16 00:00:00+00:00,288.0,306.0,288.0,306.0,368,,
2005-12-19 00:00:00+00:00,324.0,324.0,306.0,324.0,432,,
2005-12-20 00:00:00+00:00,324.0,342.0,306.0,342.0,455,,
2005-12-21 00:00:00+00:00,324.0,324.0,288.0,306.0,262,,
2005-12-22 00:00:00+00:00,306.0,306.0,252.0,288.0,560,,
2005-12-23 00:00:00+00:00,288.0,342.0,288.0,324.0,477,,
2005-12-27 00:00:00+00:00,288.0,342.0,288.0,324.0,423,,
2005-12-28 00:00:00+00:00,342.0,360.0,342.0,342.0,355,,
2005-12-29 00:00:00+00:00,360.0,360.0,324.0,342.0,110,,
2005-12-30 00:00:00+00:00,342.0,342.0,306.0,342.0,377,,
2006-01-03 00:00:00+00:00,342.0,360.0,342.0,342.0,174,,
2006-01-04 00:00:00+00:00,360.0,360.0,324.0,342.0,301,,
2006-01-05 00:00:00+00:00,342.0,360.0,342.0,360.0,1125,,
2006-01-06 00:00:00+00:00,360.0,432.0,360.0,432.0,1701,,
2006-01-09 00:00:00+00:00,450.0,468.0,432.0,468.0,1097,,
2006-01-10 00:00:00+00:00,486.0,486.0,450.0,450.0,1059,,
2006-01-11 00:00:00+00:00,486.0,522.0,468.0,504.0,2254,,
2006-01-12 00:00:00+00:00,504.0,522.0,468.0,522.0,1314,,
2006-01-13 00:00:00+00:00,504.0,648.0,504.0,630.0,2041,,
2006-01-17 00:00:00+00:00,630.0,756.0,630.0,720.0,1566,,
2006-01-18 00:00:00+00:00,756.0,792.0,630.0,666.0,880,,
2006-01-19 00:00:00+00:00,666.0,774.0,630.0,774.0,961,,
2006-01-20 00:00:00+00:00,774.0,918.0,756.0,918.0,1712,,
2006-01-23 00:00:00+00:00,972.0,1350.0,918.0,1170.0,1579,,
2006-01-24 00:00:00+00:00,1260.0,1260.0,1116.0,1170.0,1324,,
2006-01-25 00:00:00+00:00,1296.0,1296.0,954.0,1008.0,1467,,
2006-01-26 00:00:00+00:00,1026.0,1134.0,990.0,1026.0,1298,,
2006-01-27 00:00:00+00:00,1098.0,1134.0,1062.0,1134.0,1013,,
2006-01-30 00:00:00+00:00,1152.0,1278.0,1152.0,1242.0,675,,
2006-01-31 00:00:00+00:00,1332.0,1584.0,1314.0,1458.0,1947,,
2006-02-01 00:00:00+00:00,1548.0,1566.0,1278.0,1368.0,1260,,
2006-02-02 00:00:00+00:00,1386.0,1512.0,1386.0,1458.0,608,,
2006-02-03 00:00:00+00:00,1458.0,1512.0,1332.0,1404.0,423,,
2006-02-06 00:00:00+00:00,1404.0,1404.0,1314.0,1386.0,288,,
2006-02-07 00:00:00+00:00,1404.0,1404.0,1314.0,1350.0,387,,
2006-02-08 00:00:00+00:00,1188.0,1278.0,1026.0,1206.0,1192,,
2006-02-09 00:00:00+00:00,1170.0,1404.0,1170.0,1386.0,519,,
2006-02-10 00:00:00+00:00,1386.0,1458.0,1332.0,1404.0,333,,
2006-02-13 00:00:00+00:00,1404.0,1512.0,1350.0,1440.0,289,,
2006-02-14 00:00:00+00:00,1440.0,1494.0,1404.0,1494.0,432,,
2006-02-15 00:00:00+00:00,1512.0,1584.0,1332.0,1368.0,808,,
2006-02-16 00:00:00+00:00,1386.0,1422.0,1134.0,1242.0,600,,
2006-02-17 00:00:00+00:00,1242.0,1260.0,1080.0,1170.0,712,,
2006-02-21 00:00:00+00:00,1206.0,1350.0,1188.0,1278.0,843,,
2006-02-22 00:00:00+00:00,1296.0,1314.0,1134.0,1188.0,739,,
2006-02-23 00:00:00+00:00,1188.0,1206.0,1116.0,1206.0,246,,
2006-02-24 00:00:00+00:00,1224.0,1260.0,1134.0,1260.0,209,,
2006-02-27 00:00:00+00:00,1260.0,1404.0,1206.0,1260.0,557,,
2006-02-28 00:00:00+00:00,1296.0,1368.0,1188.0,1260.0,385,,
2006-03-01 00:00:00+00:00,1278.0,1296.0,1188.0,1206.0,407,,
2006-03-02 00:00:00+00:00,1206.0,1224.0,1116.0,1152.0,786,,
2006-03-03 00:00:00+00:00,1170.0,1206.0,1134.0,1170.0,347,,
2006-03-06 00:00:00+00:00,1152.0,1188.0,1116.0,1116.0,403,,
2006-03-07 00:00:00+00:00,1134.0,1134.0,1098.0,1116.0,258,,
2006-03-08 00:00:00+00:00,1116.0,1116.0,1008.0,1044.0,546,,
2006-03-09 00:00:00+00:00,1044.0,1062.0,972.0,990.0,701,,
2006-03-10 00:00:00+00:00,972.0,990.0,828.0,972.0,1332,,
2006-03-13 00:00:00+00:00,954.0,1188.0,954.0,1170.0,479,,
2006-03-14 00:00:00+00:00,1260.0,1278.0,1008.0,1062.0,604,,
2006-03-15 00:00:00+00:00,1080.0,1134.0,1008.0,1062.0,180,,
2006-03-16 00:00:00+00:00,1062.0,1116.0,1062.0,1116.0,216,,
2006-03-17 00:00:00+00:00,1098.0,1098.0,1044.0,1098.0,218,,
2006-03-20 00:00:00+00:00,1080.0,1134.0,1008.0,1044.0,295,,
2006-03-21 00:00:00+00:00,1044.0,1080.0,1008.0,1062.0,112,,
2006-03-22 00:00:00+00:00,1062.0,1062.0,936.0,972.0,357,,
2006-03-23 00:00:00+00:00,954.0,972.0,900.0,936.0,280,,
2006-03-24 00:00:00+00:00,936.0,1062.0,936.0,1062.0,319,,
2006-03-27 00:00:00+00:00,1080.0,1080.0,936.0,972.0,256,,
2006-03-28 00:00:00+00:00,972.0,1044.0,918.0,990.0,196,,
2006-03-29 00:00:00+00:00,990.0,1008.0,882.0,1008.0,396,,
2006-03-30 00:00:00+00:00,1008.0,1008.0,936.0,972.0,130,,
2006-03-31 00:00:00+00:00,954.0,954.0,918.0,936.0,226,,
2006-04-03 00:00:00+00:00,954.0,990.0,918.0,918.0,116,,
2006-04-04 00:00:00+00:00,936.0,990.0,918.0,954.0,123,,
2006-04-05 00:00:00+00:00,972.0,1152.0,954.0,1152.0,347,,
2006-04-06 00:00:00+00:00,1170.0,1404.0,1170.0,1332.0,2126,,
2006-04-07 00:00:00+00:00,1386.0,1422.0,1260.0,1314.0,788,,
2006-04-10 00:00:00+00:00,1314.0,1404.0,1296.0,1332.0,378,,
2006-04-11 00:00:00+00:00,1368.0,1368.0,1170.0,1224.0,281,,
2006-04-12 00:00:00+00:00,1224.0,1224.0,1116.0,1134.0,194,,
2006-04-13 00:00:00+00:00,1134.0,1242.0,1116.0,1206.0,296,,
2006-04-17 00:00:00+00:00,1242.0,1260.0,1080.0,1098.0,286,,
2006-04-18 00:00:00+00:00,1170.0,1170.0,1044.0,1080.0,209,,
2006-04-19 00:00:00+00:00,1080.0,1152.0,1062.0,1080.0,126,,
2006-04-20 00:00:00+00:00,1080.0,1170.0,1044.0,1152.0,197,,
2006-04-21 00:00:00+00:00,1152.0,1224.0,1152.0,1170.0,475,,
2006-04-24 00:00:00+00:00,1188.0,1206.0,1116.0,1134.0,158,,
2006-04-25 00:00:00+00:00,1134.0,1188.0,1098.0,1152.0,88,,
2006-04-26 00:00:00+00:00,1152.0,1278.0,1152.0,1260.0,460,,
2006-04-27 00:00:00+00:00,1260.0,1260.0,1116.0,1152.0,234,,
2006-04-28 00:00:00+00:00,1170.0,1278.0,1170.0,1224.0,204,,
2006-05-01 00:00:00+00:00,1260.0,1296.0,1170.0,1242.0,225,,
2006-05-02 00:00:00+00:00,1260.0,1260.0,1152.0,1188.0,426,,
2006-05-03 00:00:00+00:00,1188.0,1350.0,1170.0,1278.0,506,,
2006-05-04 00:00:00+00:00,1314.0,1332.0,1170.0,1170.0,762,,
2006-05-05 00:00:00+00:00,1152.0,1188.0,1116.0,1188.0,313,,
2006-05-08 00:00:00+00:00,1170.0,1188.0,1116.0,1134.0,223,,
2006-05-09 00:00:00+00:00,1134.0,1224.0,1116.0,1224.0,212,,
2006-05-10 00:00:00+00:00,1242.0,1332.0,1188.0,1314.0,597,,
2006-05-11 00:00:00+00:00,1332.0,1350.0,1170.0,1242.0,504,,
2006-05-12 00:00:00+00:00,1224.0,1296.0,1188.0,1242.0,390,,
2006-05-15 00:00:00+00:00,1278.0,1296.0,1188.0,1224.0,236,,
2006-05-16 00:00:00+00:00,1242.0,1242.0,1134.0,1170.0,192,,
2006-05-17 00:00:00+00:00,1170.0,1188.0,1134.0,1134.0,278,,
2006-05-18 00:00:00+00:00,1134.0,1152.0,1080.0,1116.0,164,,
2006-05-19 00:00:00+00:00,1098.0,1116.0,972.0,1044.0,465,,
2006-05-22 00:00:00+00:00,1044.0,1044.0,900.0,954.0,396,,
2006-05-23 00:00:00+00:00,954.0,1062.0,900.0,1044.0,243,,
2006-05-24 00:00:00+00:00,1044.0,1080.0,1008.0,1062.0,193,,
2006-05-25 00:00:00+00:00,1080.0,1116.0,1026.0,1062.0,183,,
2006-05-26 00:00:00+00:00,1080.0,1098.0,1026.0,1080.0,204,,
2006-05-30 00:00:00+00:00,1116.0,1134.0,1044.0,1044.0,201,,
2006-05-31 00:00:00+00:00,1062.0,1062.0,936.0,1008.0,226,,
2006-06-01 00:00:00+00:00,972.0,972.0,900.0,918.0,523,,
2006-06-02 00:00:00+00:00,900.0,918.0,756.0,828.0,1191,,
2006-06-05 00:00:00+00:00,828.0,972.0,828.0,918.0,303,,
2006-06-06 00:00:00+00:00,936.0,1026.0,936.0,954.0,370,,
2006-06-07 00:00:00+00:00,918.0,990.0,918.0,990.0,167,,
2006-06-08 00:00:00+00:00,972.0,1026.0,918.0,990.0,339,,
2006-06-09 00:00:00+00:00,972.0,1044.0,972.0,990.0,227,,
2006-06-12 00:00:00+00:00,1008.0,1026.0,810.0,810.0,425,,
2006-06-13 00:00:00+00:00,810.0,882.0,810.0,846.0,259,,
2006-06-14 00:00:00+00:00,846.0,936.0,846.0,936.0,162,,
