date,VDC_Open,VDC_High,VDC_Low,VDC_Close,VDC_Volume,VDC_Dividends,VDC_Stock Splits
2004-01-30 00:00:00+00:00,50.66999816894531,50.720001220703125,50.650001525878906,31.63581275939941,6800,0.0,
2004-02-02 00:00:00+00:00,50.68000030517578,50.68000030517578,50.68000030517578,31.654550552368164,200,0.0,
2004-02-03 00:00:00+00:00,50.68000030517578,50.68000030517578,50.68000030517578,31.654550552368164,0,0.0,
2004-02-04 00:00:00+00:00,50.900001525878906,51.380001068115234,50.900001525878906,32.091773986816406,3000,0.0,
2004-02-05 00:00:00+00:00,51.310001373291016,51.4900016784668,51.310001373291016,32.16046905517578,600,0.0,
2004-02-06 00:00:00+00:00,51.77000045776367,51.91999816894531,51.77000045776367,32.42904281616211,2600,0.0,
2004-02-09 00:00:00+00:00,51.93999862670898,52.08000183105469,51.93999862670898,32.52273178100586,4800,0.0,
2004-02-10 00:00:00+00:00,52.0099983215332,52.20000076293945,52.0099983215332,32.60393142700195,400,0.0,
2004-02-11 00:00:00+00:00,52.18000030517578,52.18000030517578,52.060001373291016,32.51649475097656,6100,0.0,
2004-02-12 00:00:00+00:00,52.2400016784668,52.27000045776367,52.20000076293945,32.647647857666016,1500,0.0,
2004-02-13 00:00:00+00:00,52.34000015258789,52.36000061035156,52.09000015258789,32.53522491455078,1600,0.0,
2004-02-17 00:00:00+00:00,52.459999084472656,52.470001220703125,52.459999084472656,32.772579193115234,700,0.0,
2004-02-18 00:00:00+00:00,52.4900016784668,52.52000045776367,52.43000030517578,32.747581481933594,1400,0.0,
2004-02-19 00:00:00+00:00,52.5099983215332,52.93000030517578,52.5099983215332,32.966209411621094,4200,0.0,
2004-02-20 00:00:00+00:00,52.810001373291016,53.0099983215332,52.790000915527344,33.07238006591797,3800,0.0,
2004-02-23 00:00:00+00:00,52.970001220703125,53.27000045776367,52.970001220703125,33.272254943847656,1600,0.0,
2004-02-24 00:00:00+00:00,53.130001068115234,53.220001220703125,52.75,32.94746017456055,3500,0.0,
2004-02-25 00:00:00+00:00,52.88999938964844,53.09000015258789,52.88999938964844,33.159820556640625,2800,0.0,
2004-02-26 00:00:00+00:00,52.970001220703125,53.2400016784668,52.970001220703125,33.253517150878906,3400,0.0,
2004-02-27 00:00:00+00:00,53.220001220703125,53.54999923706055,53.220001220703125,33.4471435546875,2300,0.0,
