date,UBFO_Open,UBFO_High,UBFO_Low,UBFO_Close,UBFO_Volume,UBFO_Dividends,UBFO_Stock Splits
1999-03-03 00:00:00+00:00,5.512962818145752,5.578592777252197,5.512962818145752,3.053129196166992,19046,0.0,
1999-03-04 00:00:00+00:00,5.381701946258545,5.512962818145752,5.381701946258545,3.0172107219696045,10666,0.0,
1999-03-05 00:00:00+00:00,5.381701946258545,5.381701946258545,5.381701946258545,2.945371389389038,39616,0.0,
1999-03-08 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,6857,0.0,
1999-03-09 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,0,0.0,
1999-03-10 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,3809,0.0,
1999-03-11 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,3047,0.0,
1999-03-12 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,4571,0.0,
1999-03-15 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,0,0.0,
1999-03-16 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,0,0.0,
1999-03-17 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,0,0.0,
1999-03-18 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0172107219696045,0,0.0,
1999-03-19 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,762,0.0,
1999-03-22 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,2286,0.0,
1999-03-23 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,0,0.0,
1999-03-24 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,0,0.0,
1999-03-25 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,0,0.0,
1999-03-26 00:00:00+00:00,5.381701946258545,5.381701946258545,5.381701946258545,2.945371389389038,1524,0.0,
1999-03-29 00:00:00+00:00,5.381701946258545,5.381701946258545,5.381701946258545,2.945371389389038,0,0.0,
1999-03-30 00:00:00+00:00,5.381701946258545,5.44733190536499,5.381701946258545,2.981290817260742,3047,0.0,
1999-03-31 00:00:00+00:00,5.381701946258545,5.381701946258545,5.381701946258545,2.945371389389038,3809,0.0,
1999-04-01 00:00:00+00:00,5.381701946258545,5.381701946258545,5.381701946258545,2.945371389389038,0,0.0,
1999-04-05 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,6095,0.0,
1999-04-06 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,762,0.0,
1999-04-07 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,9142,0.0,
1999-04-08 00:00:00+00:00,5.381701946258545,5.381701946258545,5.381701946258545,2.945371389389038,13713,0.0,
1999-04-09 00:00:00+00:00,5.381701946258545,5.381701946258545,5.316071033477783,2.909451961517334,4571,0.0,
1999-04-12 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.909451961517334,0,0.0,
1999-04-13 00:00:00+00:00,5.316071033477783,5.512962818145752,5.316071033477783,3.0172107219696045,8380,0.0,
1999-04-14 00:00:00+00:00,5.512962818145752,5.512962818145752,5.512962818145752,3.0316474437713623,0,0.026252,
1999-04-15 00:00:00+00:00,5.480147838592529,5.480147838592529,5.480147838592529,3.013600349426269,0,0.0,
1999-04-16 00:00:00+00:00,5.480147838592529,5.480147838592529,5.480147838592529,3.013600349426269,0,0.0,
1999-04-19 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.923372983932495,1524,0.0,
1999-04-20 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.923372983932495,1524,0.0,
1999-04-21 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.923372983932495,0,0.0,
1999-04-22 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.923372983932495,0,0.0,
1999-04-23 00:00:00+00:00,5.316071033477783,5.316071033477783,5.316071033477783,2.923372983932495,0,0.0,
1999-04-26 00:00:00+00:00,5.480147838592529,5.480147838592529,5.480147838592529,3.013600349426269,1524,0.0,
1999-04-27 00:00:00+00:00,5.316071033477783,5.316071033477783,5.250441074371338,2.887282133102417,3809,0.0,
