date,CCK_Open,CCK_High,CCK_Low,CCK_Close,CCK_Volume,CCK_Dividends,CCK_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.763889074325561,2.722222089767456,2.2154057025909424,250200,0.0,
1980-03-18 00:00:00+00:00,0.0,2.791666984558105,2.7083330154418945,2.2606184482574463,67500,0.0,
1980-03-19 00:00:00+00:00,0.0,2.805556058883667,2.75,2.2380130290985107,41400,0.0,
1980-03-20 00:00:00+00:00,0.0,2.777777910232544,2.722222089767456,2.2154057025909424,126900,0.0,
1980-03-21 00:00:00+00:00,0.0,2.7361109256744385,2.7083330154418945,2.2041027545928955,20700,0.0,
1980-03-24 00:00:00+00:00,0.0,2.763889074325561,2.694443941116333,2.2041027545928955,210600,0.0,
1980-03-25 00:00:00+00:00,0.0,2.694443941116333,2.638889074325561,2.170194149017334,339300,0.0,
1980-03-26 00:00:00+00:00,0.0,2.666666984558105,2.625,2.136284589767456,92700,0.0,
1980-03-27 00:00:00+00:00,0.0,2.6111109256744385,2.5833330154418945,2.102375030517578,82800,0.0,
1980-03-28 00:00:00+00:00,0.0,2.638889074325561,2.5833330154418945,2.147587776184082,72000,0.0,
1980-03-31 00:00:00+00:00,0.0,2.625,2.5833330154418945,2.12498140335083,71100,0.0,
1980-04-01 00:00:00+00:00,0.0,2.6111109256744385,2.5833330154418945,2.12498140335083,36000,0.0,
1980-04-02 00:00:00+00:00,0.0,2.625,2.5833330154418945,2.12498140335083,142200,0.0,
1980-04-03 00:00:00+00:00,0.0,2.6111109256744385,2.5833330154418945,2.102375030517578,36000,0.0,
1980-04-07 00:00:00+00:00,0.0,2.5833330154418945,2.555556058883667,2.0797688961029053,67500,0.0,
1980-04-08 00:00:00+00:00,0.0,2.5833330154418945,2.541666984558105,2.091071367263794,50400,0.0,
1980-04-09 00:00:00+00:00,0.0,2.6111109256744385,2.5833330154418945,2.12498140335083,38700,0.0,
1980-04-10 00:00:00+00:00,0.0,2.638889074325561,2.597222089767456,2.12498140335083,184500,0.0,
1980-04-11 00:00:00+00:00,0.0,2.638889074325561,2.597222089767456,2.12498140335083,109800,0.0,
1980-04-14 00:00:00+00:00,0.0,2.6111109256744385,2.5833330154418945,2.12498140335083,81000,0.0,
1980-04-15 00:00:00+00:00,0.0,2.6111109256744385,2.5833330154418945,2.102375030517578,153000,0.0,
1980-04-16 00:00:00+00:00,0.0,2.6111109256744385,2.555556058883667,2.0797688961029053,175500,0.0,
1980-04-17 00:00:00+00:00,0.0,2.5833330154418945,2.555556058883667,2.0797688961029053,57600,0.0,
1980-04-18 00:00:00+00:00,0.0,2.597222089767456,2.555556058883667,2.1136791706085205,14400,0.0,
1980-04-21 00:00:00+00:00,0.0,2.625,2.597222089767456,2.1136791706085205,18000,0.0,
1980-04-22 00:00:00+00:00,0.0,2.597222089767456,2.569443941116333,2.102375030517578,30600,0.0,
1980-04-23 00:00:00+00:00,0.0,2.7361109256744385,2.597222089767456,2.2267088890075684,108000,0.0,
1980-04-24 00:00:00+00:00,0.0,2.7361109256744385,2.7083330154418945,2.2154057025909424,63000,0.0,
1980-04-25 00:00:00+00:00,0.0,2.722222089767456,2.694443941116333,2.192799568176269,68400,0.0,
1980-04-28 00:00:00+00:00,0.0,2.722222089767456,2.694443941116333,2.2041027545928955,35100,0.0,
1980-04-29 00:00:00+00:00,0.0,2.7361109256744385,2.7083330154418945,2.2154057025909424,50400,0.0,
1980-04-30 00:00:00+00:00,0.0,2.7361109256744385,2.694443941116333,2.192799568176269,342900,0.0,
1980-05-01 00:00:00+00:00,0.0,2.75,2.680556058883667,2.2154057025909424,675900,0.0,
1980-05-02 00:00:00+00:00,0.0,2.722222089767456,2.694443941116333,2.2041027545928955,152100,0.0,
1980-05-05 00:00:00+00:00,0.0,2.7083330154418945,2.652777910232544,2.158891201019287,122400,0.0,
1980-05-06 00:00:00+00:00,0.0,2.7083330154418945,2.666666984558105,2.2041027545928955,28800,0.0,
1980-05-07 00:00:00+00:00,0.0,2.763889074325561,2.680556058883667,2.2493157386779785,68400,0.0,
1980-05-08 00:00:00+00:00,0.0,2.8333330154418945,2.763889074325561,2.305830955505371,101700,0.0,
1980-05-09 00:00:00+00:00,0.0,2.819443941116333,2.805556058883667,2.2832255363464355,78300,0.0,
